1198,1140,Salinas
1199,1141,Saline
1200,1142,Salisbury
1201,1143,Vancouver
1202,1144,Fort Wayne
1203,1145,Honolulu
1204,1146,San Antonio
1205,1147,San Francisco
1206,1148,Sanford
1207,1149,Santa Clara
1208,1150,Santa Rosa 
1209,1151,Santa Rosa 
1210,1151,Santa Rosa
1211,1152,Pace
1212,1153,Traverse City
1213,1154,Pine Bluff 
1214,1155,Saranac Lake
1215,1156,Finley
1216,1157,Saugerties
1217,1158,Scituate
1218,1159,North Scituate
1219,1160,Scotch Plains
1220,1161,Scotland
1221,1162,Georgetown
1222,1163,Scottsville
1223,1164,Columbus
1224,1165,Exeter
1225,1166,Rollinsford
1226,1167,Sealy 
1227,1168,Marshall
1228,1169,Seaside
1229,1170,Wanchese
1230,1171,"Sedalia, MO"
1231,1172,Winston-Salem 
1232,1173,Seneca Falls
1233,1174,De Queen
1234,1175,Seward
1235,1176,Shallotte
1236,1177,Shawano
1237,1178,Harlan
1238,1179,SHELBYVILLE
1239,1180,Shepherdsville 
1240,1181,Dayton 
1241,1182,Shoreline
1242,1183,Shorewood
1243,1184,Shreveport
1244,1185,Siloam Springs 
1245,1186,Silver City
1246,421,Los Angeles
1247,1187,Kellogg
1248,219,Silverdale 
1249,1188,Simi Valley
1250,1189,Sioux City
1251,1190,Sitka
1252,1191,Deming
1253,1192,Slippery Rock
1254,1193,San Luis Obispo
1255,1194,Carthage
1256,1195,Santa paula
1257,1196,Costa Mesa
1258,1197,sodus
1259,1198,Bowling Green
1260,1199,Solana Beach
1261,1200,Somerset
1262,1201,Somerville
1263,1202,Somerville
1264,1203,Jacksonville
1265,1204,Berkeley 
1266,1205,Naples
1267,1206,Sewanee 
1268,1207,Grand Rapids
1269,1208,Charlotte
1270,1209,Georgetown
1271,1210,South Hill
1272,1211,Wakefield
1273,1212,South Lake Tahoe 
1274,1213,South Lyon 
1275,1214,Miami
1276,1215,South Milwaukee 
1277,1216,SOUTH ORANGE
1278,1217,Scranton
1279,1218,St. Joseph 
1280,1219,South Windsor
1281,1220,Olean
1282,1221,sturtevant
1283,1222,Littleton 
1284,1223,Hillsville
1285,1224,Detroit
1286,1225,Walsenburg
1287,1226,Sparks
1288,1227,Speedway
1289,1228,Spotsylvania
1290,1228,Fredericksburg
1291,1229,Fredericksburg
1292,1230,Springdale 
1293,1231,Batesville
1294,1232,St. John
1295,1233,Portland
1296,1234,St. Louis
1297,1235,St. Maries
1298,1236,Louisville
1299,1237,St. Michaels
1300,1238,Lakeville
1301,1239,St Petersburg
1302,1240,Tucson
1303,1241,Stafford Springs
1304,1242,Albemarle 
1305,1243,Stayton 
1306,1244,Springfield
1307,1245,Shippensburg
1308,1246,Steelville
1309,790,Murfreesboro 
1310,1247,Stow
1311,1248,Stowe
1312,1249,Suffolk
1313,1250,Akron
1314,1251,Sumter
1315,1252,Timnath
1316,1253,sunland park
1317,1254,Sunnyvale
1318,1255,Superior
1319,1256,Surfside Beach
1320,1257,Cape Coral 
1321,1258,Cedarville
1322,1259,Greenville
1323,1260,Austin
1324,1261,Austin
1325,1262,Suttons Bay
1326,1263,Suwanee
1327,1264,Swarthmore
1328,1265,Tampa
1329,1266,Tahoe City
1330,1267,RENO
1331,1268,Taos 
1332,1269,Taylorsville
1333,1270,Greenville
1334,1271,Jaffrey 
1335,1272,Telluride
1336,1273,Oakland
1337,1274,Temple Terrace
1338,1275,Tenino
1339,1276,Hudsonville
1340,1277,Terre Haute
